updated_at,tvl_usdt,users,deposits_usdt,withdrawals_usdt,from_block,to_block,usdt_token,vault_address,chain_id
2025-09-20T09:12:05.739Z,650.000001,2,7101,6450.999999,196058363,196721800,0xb00ce96ee443caa3d902f6b062c6a69310a88086,0x328f7deb7a47ee05d2013395096613f8929d7015,1001
